gene,11-00466,11-00473,11-00476,11-00478,11-00499,11-00503,12-00016,12-00032,12-00035,12-00069,12-00071,12-00085,12-00109,12-00111,12-00116,12-00123,12-00125,12-00127,12-00145,12-00154
PILRB,4127,13235,2475,11051,4853,5771,3651,4068,7623,4270,9164,1539,6672,2558,3188,4612,14933,5603,3755,4666
PIM1,1743,10877,276,6456,11609,13413,5224,1268,8594,12830,3921,5557,17474,985,7294,16528,7627,2601,10401,17100
PIM2,351,6480,61,2105,3214,3425,2243,381,1936,2070,1226,2219,3505,629,4534,1443,2727,1347,964,1625
PIM3,293,5444,126,3309,5160,1783,7313,739,2090,2942,1611,1879,4244,1592,2737,1579,6220,2075,901,1277
PIN1,133,1853,68,1281,1303,1247,1348,1050,1326,2421,927,968,1789,1052,1340,1815,5499,1150,1348,2260
PIN1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIN4,37,822,16,1021,358,542,491,383,350,673,292,366,540,337,305,607,143,345,377,437
PIN4P1,2,11,0,12,23,3,5,30,9,7,9,3,5,3,5,2,10,1,14,4
PINK1,53,1134,49,2127,1887,2610,1799,2144,2046,2460,839,1209,1909,2495,2691,1929,5342,1938,1388,1993
PINLYP,4,137,15,45,65,16,48,12,11,88,8,92,3,6,93,79,61,1,2,296
PINX1,26,232,10,203,210,194,220,134,209,438,284,216,293,163,155,527,270,151,261,323
PION,177,3495,62,2921,1564,1287,1484,1883,1271,1099,1004,569,1232,2197,376,1154,344,274,771,875
PIP,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0
PIP4K2A,85,2401,62,3633,4450,6520,4771,3335,4257,6167,2476,5280,4739,3841,5033,5264,2348,3312,3873,4328
PIP4K2B,260,6117,119,4418,2025,5152,3936,2556,3555,5597,3517,2968,4952,2279,9273,4315,6625,4009,4625,3286
PIP4K2C,29,641,23,727,762,1220,1343,661,1233,935,636,970,1099,1260,1385,1011,927,413,905,684
PIP5K1A,86,2507,19,2117,1145,3127,2523,1018,2598,3213,2624,1948,3564,1674,2685,3250,1691,2704,2319,2087
PIP5K1B,8,266,2,428,721,443,634,622,334,870,250,220,781,346,1800,324,212,690,863,36
PIP5K1C,245,1814,173,2529,829,2314,2080,1551,1680,1991,1223,1290,1929,1796,3176,1556,5130,1491,1559,1483
PIP5K1P1,0,4,0,3,6,4,1,4,5,2,0,1,5,0,0,3,4,0,2,2
PIP5KL1,2,52,1,37,20,7,17,16,5,15,1,7,27,10,27,13,14,35,11,4
PIPOX,0,50,2,71,37,46,14,11,5,39,3,12,46,8,319,13,17,65,28,38
PIPSL,1,31,2,37,26,53,28,20,57,63,27,39,34,31,39,57,47,34,41,46
PIR,0,0,0,12,12,8,0,2,11,10,0,6,3,3,5,1,0,0,3,25
PIR.FIGF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIRT,0,1,0,0,0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,1
PISD,385,2033,161,4047,2575,3356,2872,3569,3562,4432,1674,2089,2387,3481,2731,3089,7239,2121,2061,1933
PISRT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PITHD1,111,2287,73,2478,1331,1415,1365,867,1187,2552,969,1197,1514,814,1611,1808,1178,903,1187,1564
PITPNA,107,2053,69,2291,1649,3059,3026,2117,2126,2381,1460,1567,2310,2661,2424,3382,1735,1500,2154,2113
PITPNA.AS1,14,159,3,111,51,91,76,68,116,224,104,52,108,46,164,143,257,106,76,136
PITPNB,13,322,6,420,462,1034,723,418,752,1329,693,565,735,572,702,1271,173,635,1012,750
PITPNC1,13,374,7,732,503,943,1448,1090,666,851,151,463,986,779,682,583,925,319,394,166
PITPNM1,400,1281,319,3343,2467,4901,4790,5805,5011,5455,3266,3453,3419,4663,2504,3708,12074,3270,3285,1992
PITPNM2,57,1173,49,1103,589,731,1307,151,208,399,157,534,910,87,1615,566,1208,1439,506,756
PITPNM3,0,23,1,60,15,27,23,35,7,48,21,12,28,17,100,27,46,12,15,25
PITRM1,372,1945,287,2184,1519,3090,2359,1388,1894,3434,1666,1589,3112,1343,2491,3194,1779,1898,1985,4934
PITRM1.AS1,2,113,2,184,78,211,195,142,122,98,153,70,239,77,157,141,114,127,131,229
PITX1,0,0,0,2,1,0,0,0,3,0,0,1,0,1,0,0,2033,0,0,2
PITX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PITX3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIWIL1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIWIL2,0,26,0,30,7,10,35,9,7,2,4,6,26,5,24,13,1,7,5,9
PIWIL3,0,4,1,1,1,4,0,2,0,10,0,0,0,0,0,4,0,0,4,4
PIWIL4,120,774,172,794,2626,1719,966,1848,2077,1588,3182,650,1457,1927,398,2434,1097,1142,1048,740
PJA1,16,248,7,418,203,628,425,138,325,684,207,391,648,234,1035,551,403,165,283,690
PJA2,66,2867,34,3712,4466,8853,6956,5231,6611,7905,5124,4423,8209,6252,5190,7125,877,5397,5853,3892
PKD1,620,6572,518,6300,2171,3450,5711,2567,4421,3996,4115,2827,4033,2979,6849,3365,10166,3754,2897,2349
PKD1L1,0,19,1,11,16,24,20,24,19,5,7,16,14,2,11,11,8,5,4,8
PKD1L2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
PKD1L3,4,11,1,23,16,18,9,5,4,10,3,2,9,1,5,10,4,2,28,9
PKD1P1,28,1242,24,1082,663,656,651,639,1227,1306,871,705,743,421,1544,982,2191,581,396,951
PKD2,83,3274,48,1719,1240,2882,2119,734,1630,1993,1630,1001,3014,1534,3053,1961,523,1231,1469,1509
PKD2L1,1,2,0,4,17,22,14,11,12,27,1,6,1,100,8,30,1,0,0,1
PKD2L2,2,6,0,3,19,11,19,26,14,1,7,4,3,8,6,9,1,4,10,3
PKDCC,0,10,0,19,29,1,5,0,1,7,0,50,0,1,248,0,9,0,0,0
PKDREJ,2,26,1,25,80,59,117,36,103,239,69,31,54,28,41,16,47,20,44,63
PKHD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PKHD1L1,1,1,0,7,120,112,10,16,14,0,0,8,113,28,6,12,0,1,19,11
PKI55,4,92,6,198,82,195,201,87,104,118,104,100,144,154,84,63,48,58,126,95
PKIA,0,153,0,142,142,273,25,15,10,14,19,117,45,91,565,9,1,1,5,12
PKIB,2,67,3,43,6,35,22,16,17,112,12,30,32,24,24,426,15,10,112,20
PKIG,19,360,20,232,305,573,490,120,266,1072,210,167,1084,103,697,436,1011,231,501,1018
PKLR,0,17,1,53,305,1,0,4,8,27,3,229,2,6,19,0,8,2,6,0
PKM,947,9369,503,26931,41549,28522,33646,42259,36551,52511,25434,32165,22399,64363,21152,44151,127437,17035,29596,33898
PKMYT1,106,540,28,387,1346,112,49,385,460,866,588,435,39,568,118,890,4804,63,410,443
PKN1,1422,11922,754,12473,8206,9924,10067,8346,8659,16825,7163,8011,11758,11089,13317,8624,38798,8206,8971,9426
PKN2,72,2323,57,2474,2343,2598,2271,2722,2099,1578,1422,1239,2079,1891,2415,2227,270,1970,1486,1247
PKN3,594,2203,90,1751,461,375,959,120,1091,989,245,868,457,280,934,536,3260,413,431,2160
PKNOX1,88,1306,81,785,467,918,525,369,851,785,568,704,1145,469,963,1067,765,785,671,637
PKNOX2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,0,0,0,1,0
PKP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1
PKP2,1,29,0,121,71,76,1,145,15,145,29,7,12,552,348,19,45,0,4,4
PKP3,4,7,4,15,7,6,2,2,2,1,4,78,16,1,80,4,0,0,8,6
PKP4,181,2214,89,1778,2320,1212,1460,1637,2414,2064,2165,1116,978,2260,2315,2745,2483,1482,2044,1391
PLA1A,3,0,0,2,3,4,1,2,5,0,0,3,3,0,1,5,2,0,1,4
PLA2G10,22,7,0,5,10,17,10,10,4,15,6,6,6,1,16,12,10,3,1,8
PLA2G12A,29,415,23,638,574,873,499,381,471,842,630,535,965,194,1069,860,374,435,611,666
PLA2G12B,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
PLA2G15,60,736,55,769,435,2103,1114,614,1188,1402,467,625,962,977,1201,1436,2406,1288,1083,880
PLA2G16,2,11,1,56,44,317,65,127,553,115,116,115,104,137,16,201,60,1,47,7
PLA2G1B,0,9,0,8,2,8,8,0,5,47,3,4,13,1,7,5,1,11,8,17
PLA2G2A,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
PLA2G2C,0,0,0,0,7,0,8,6,2,2,0,2,0,51,0,10,1,0,0,0
PLA2G2D,0,2,0,0,9,2,37,2,3,0,1,3,0,6,4,3,4,0,1,2
PLA2G2E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLA2G2F,0,0,0,0,2,0,0,1,2,0,0,2,0,7,0,3,1,0,0,0
PLA2G3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0
PLA2G4A,52,870,18,411,369,1529,483,445,1285,1008,1079,489,700,556,819,2773,45,1183,1076,777
PLA2G4B,0,103,0,91,47,71,47,66,50,42,38,33,65,58,49,42,123,72,39,17
PLA2G4C,62,70,8,19,59,76,366,7,81,274,2,110,37,42,60,8,33,7,9,14
PLA2G4D,0,0,0,0,3,0,0,1,0,0,0,1,1,0,0,1,2,0,0,0
PLA2G4E,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PLA2G4F,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0
PLA2G5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PLA2G6,616,3533,425,1684,1293,1205,1074,271,992,1470,946,806,1414,544,4346,956,2233,955,645,1183
PLA2G7,0,1,1,768,48,100,21,152,79,56,30,36,153,50,0,84,33,5,3,0
PLA2R1,5,26,1,20,17,23,9,4,4,5,0,36,43,11,96,23,6,0,4,33
PLAA,40,916,17,932,1204,1509,1203,926,1362,1702,968,1047,1406,1052,868,1682,164,952,987,973
PLAC1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4
PLAC1L,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
PLAC4,10,0,2,0,7,21,3,1,1,1,1,4,1,0,19,7,1,0,1,15
PLAC8,47,3353,50,5159,10078,4480,4112,8790,11999,12515,7289,8909,3296,3304,4024,7116,10682,2055,3323,1592
PLAC8L1,13,41,12,16,1,8,8,3,5,11,3,4,2,1,2,3,2,2,1,6
PLAC9,1,16,0,10,17,8,10,3,10,3,14,6,12,1,38,10,14,14,7,3
PLAG1,6,1803,1,82,78,109,31,40,114,70,28,33,29,1198,1960,59,6,4,13,1
PLAGL1,119,6055,52,4216,1710,2167,2115,1239,1127,2579,2392,979,2657,1012,3143,2574,3761,2826,2651,2608
PLAGL2,38,792,11,1605,1651,3282,2131,1928,1906,1528,2075,2499,1859,1942,3595,2051,2943,836,1094,615
PLAT,0,6,0,8,3,3,14,2,1,5,3,5,4,10,9,6,10,2,5,0
PLAU,76,918,48,688,463,602,200,283,152,856,247,200,626,252,122,922,697,437,1153,555
PLAUR,121,670,36,2005,3281,2300,2297,2606,6480,1807,951,1889,6394,2393,288,1358,8972,854,674,591
PLB1,27,234,32,917,3436,1407,224,1976,1962,2021,1376,652,992,1001,357,1188,3302,836,1913,558
PLBD1,11,32,9,8141,10756,3777,42,15278,9722,3941,195,4913,4735,10101,274,8144,6787,12,206,222
PLBD2,25,126,18,848,680,1858,1834,1283,1989,962,799,794,1080,966,952,1315,2115,539,999,1005
PLCB1,22,611,26,654,301,301,1955,1208,690,1627,108,388,765,829,1008,1473,302,679,906,327
PLCB2,7628,39704,5502,32262,10516,16973,14606,18446,14495,13962,8380,9789,11802,9658,9635,14680,39084,12006,12134,10624
PLCB3,211,575,112,2509,1008,1673,1795,1385,1458,1640,1077,1250,858,855,1652,1596,3929,850,915,1240
PLCB4,19,440,0,421,335,14,1,13,49,7,2,733,4,88,1560,20,52,64,12,34
PLCD1,17,205,4,300,402,146,302,432,323,427,180,312,378,388,781,260,2755,36,71,526
PLCD3,13,115,1,186,331,274,987,582,359,537,91,315,398,764,778,231,1149,881,340,843
PLCD4,23,187,13,269,100,173,158,150,108,112,95,122,147,54,203,167,68,88,86,96
PLCE1,7,27,1,17,8,4,12,9,13,3,13,8,13,5,11,6,5,6,13,9
PLCG1,44,481,22,1120,353,281,2095,348,520,645,428,977,754,418,805,182,1065,99,106,279
PLCG2,382,2237,211,2513,3139,3399,2982,3537,4079,4341,3373,2556,3290,2561,2929,4344,8959,2575,3437,2437
PLCH1,2,278,2,29,195,48,26,1,52,48,16,99,67,22,70,85,63,66,79,116
PLCH2,3,78,2,170,92,20,26,51,83,129,11,77,157,40,305,16,201,20,24,31
PLCL1,0,5,0,268,36,395,15,18,115,59,360,86,474,98,48,65,56,8,25,40
PLCL2,41,1243,17,1513,2193,1701,2957,3042,1885,2529,903,1605,1134,2688,3081,1854,1021,934,1171,740
PLCXD1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
PLCXD2,0,22,0,21,19,51,35,20,27,30,8,29,32,13,70,33,22,14,44,50
PLCXD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLCZ1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLD1,34,2417,37,1178,1468,1149,886,1102,1930,1509,1449,452,2073,1945,124,2032,648,1758,1353,801
PLD2,20,93,13,916,302,692,1766,1624,407,579,33,438,316,1084,44,538,338,69,32,54
PLD3,329,2031,254,6257,2474,21611,5101,4573,13317,6750,1785,2226,3618,3501,5672,8360,8446,4260,5595,4732
PLD4,9,1534,23,939,492,228,987,262,186,2646,2348,480,223,207,1396,1637,3278,382,4701,1259
PLD5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
PLD6,28,364,4,355,133,86,180,108,172,406,600,112,256,68,277,353,672,127,117,189
PLEC,650,7217,392,15789,13727,18420,23340,37340,16179,7836,5008,15325,14904,41234,13840,8064,44665,9408,5139,6811
PLEK,379,8993,189,11053,28028,28256,15081,19917,25866,14430,12843,17055,27200,12548,10027,21507,8793,9542,13543,11418
PLEK2,0,3,2,17,7,13,6,0,3,0,0,0,7,1,21,12,1,1,13,44
PLEKHA1,3,43,9,741,92,153,194,147,208,120,47,144,196,562,611,196,52,16,74,121
PLEKHA2,134,2695,85,3281,4602,5832,4678,5393,5473,6671,3315,3402,4527,6619,4993,5353,4603,3937,3870,2698
PLEKHA3,12,427,13,404,308,588,523,377,686,701,425,386,471,422,567,622,247,362,356,285
PLEKHA4,18,4,15,26,31,66,48,65,167,275,8,51,70,17,127,107,299,0,85,61
PLEKHA5,22,181,21,565,349,824,528,224,491,1103,657,776,973,229,8,967,238,530,534,706
PLEKHA6,22,6,1,12,80,1576,8,15,109,106,17,45,199,15,183,45,260,51,106,99
PLEKHA7,3,14,0,19,126,62,10,23,57,36,30,47,38,64,58,476,40,41,236,207
PLEKHA8,6,123,2,455,303,639,164,163,335,186,288,377,418,433,398,387,93,266,34,154
PLEKHA8P1,48,473,12,316,121,304,202,158,261,295,363,121,367,129,191,484,70,386,246,157
PLEKHB1,6,38,2,154,56,197,36,19,71,39,17,50,72,39,325,85,108,8,26,109
PLEKHB2,108,2441,41,4029,2643,7595,6714,4644,5709,5253,5691,3449,5037,5707,3372,6238,4642,3011,4701,2420
PLEKHD1,0,2,0,3,3,3,7,1,1,1,2,3,2,2,3,1,5,0,0,0
PLEKHF1,20,51,12,240,40,145,156,13,112,268,68,165,153,50,367,173,493,529,148,194
PLEKHF2,44,1166,13,1577,1708,1850,2335,1399,2008,1690,1096,1443,1884,2185,1525,1210,1111,861,892,1443
PLEKHG1,1,3,0,15,89,65,132,45,34,9,7,115,128,76,859,7,14,17,11,0
PLEKHG2,105,1016,61,973,797,1019,2116,1127,957,1728,245,1578,1647,859,3765,706,2850,580,415,682
PLEKHG3,64,41,2,1045,2572,1202,1362,1748,319,918,24,1798,635,2322,134,477,7648,774,510,373
PLEKHG4,133,1489,58,1722,299,1272,203,112,388,1050,1031,1517,1748,1012,3205,926,3417,868,520,2400
PLEKHG4B,3,10,0,11,16,0,18,1,1,2,0,7,2,18,23,2,19,0,1,0
PLEKHG5,12,5,0,55,4,10,180,5,16,84,0,191,44,3,192,15,62,5,118,143
PLEKHG6,1,14,0,27,72,38,29,53,25,24,42,12,59,16,101,25,91,11,8,27
PLEKHG7,1,1,0,4,3,1,8,0,0,1,2,2,4,2,0,2,0,1,2,0
PLEKHH1,0,9,4,16,10,3,78,12,7,7,9,13,4,11,50,17,1,3,5,1
PLEKHH2,0,4,0,18,8,1,0,5,3,1,1,5,1,7,22,1,0,1,0,1
PLEKHH3,14,79,11,210,153,138,632,139,188,172,38,266,114,162,809,57,302,183,152,189
PLEKHJ1,309,2435,193,2199,1823,1529,1683,1264,1361,2763,1282,1371,1757,1399,1367,2135,5156,1562,1339,2413
PLEKHM1,216,1295,138,2005,2358,3604,3027,3184,3284,2750,1203,2068,2636,2716,2718,2175,9105,913,2074,1305
PLEKHM1P,23,1006,23,1316,3276,2113,1693,3423,1993,1542,951,1478,2004,1676,1714,1954,6884,1772,1084,1312
PLEKHM2,235,2897,145,3469,3524,3806,3884,3899,3203,4993,2179,2811,4102,3411,5042,3541,10947,2663,2473,3504
PLEKHM3,14,616,15,718,1049,1345,1204,1151,1504,1116,961,1089,1089,1133,1110,1557,983,809,758,644
PLEKHN1,1,7,7,19,8,42,121,53,99,22,46,5,49,60,1,54,60,2,4,13
PLEKHO1,883,5725,479,8679,2110,3973,4651,2504,2909,6873,1314,3585,4598,962,3953,3819,6330,2787,3534,2806
PLEKHO2,110,1634,59,3495,4380,7417,3898,5067,3660,4971,945,4288,5303,5768,4348,4660,11746,3439,2214,1334
PLEKHS1,0,1,0,5,0,0,4,0,0,3,0,5,0,0,0,2,2,0,0,0
PLG,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PLGLA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLGLB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLGLB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLGRKT,17,371,6,216,626,468,322,287,424,709,333,290,812,199,200,655,232,354,421,912
PLIN1,3,3,0,43,6,49,7,0,28,2,2,7,23,2,32,6,20,29,5,28
PLIN2,24,2241,13,1226,4146,1342,5289,1776,2360,2477,402,1841,2687,2901,938,2579,430,133,479,937
PLIN3,130,2554,118,3343,4345,5650,5224,3781,5116,7982,4348,4172,7267,3978,5651,6023,14682,6106,4595,5727
PLIN4,13,36,4,104,1226,41,90,169,241,37,44,32,109,54,48,55,337,20,22,31
PLIN5,49,9,12,62,859,59,84,268,320,33,41,18,129,102,31,164,432,0,16,75
PLK1,24,585,23,487,1471,65,110,384,1450,218,847,744,46,139,214,1606,5212,80,706,587
PLK1S1,47,734,26,733,473,693,737,729,717,1059,621,685,1044,423,493,586,191,600,463,336
PLK2,19,81,2,89,106,119,1473,131,1131,294,366,1247,296,839,1205,468,24,189,65,176
PLK3,125,923,45,851,3745,610,2156,1694,1272,708,440,981,2570,586,607,912,1074,708,542,931
PLK4,20,721,16,346,1046,357,166,411,767,985,885,621,244,557,277,1370,341,198,743,548
PLK5,0,2,0,3,0,2,1,1,13,1,1,0,2,0,2,0,0,0,0,1
PLLP,0,2,0,5,3,5,14,4,5,1,2,13,7,1,6,4,23,2,1,4
PLN,0,2,0,3,9,6,5,6,1,0,0,2,2,1,1,4,0,0,0,2
PLOD1,196,1219,148,1992,1661,3591,2193,2830,5277,3033,1391,2246,3141,1553,1993,3859,6125,2888,2718,2500
PLOD2,0,2,0,2,281,4,0,0,1,4,0,1,0,13,1776,1,0,0,3,0
PLOD3,269,1211,240,2462,1585,2130,2197,1890,3265,2752,2525,883,1990,2234,1194,2580,5065,2395,2439,2160
PLP1,1,2,2,5,0,15,3,2,2,2,4,2,2,0,2,2,1,2,4,3
PLP2,121,4929,88,5983,8678,5969,4652,10908,6356,9879,1561,6903,7790,11997,3039,7058,12718,9248,6675,9677
PLRG1,70,1291,97,1527,887,2340,1577,1009,1700,2684,1547,1634,2080,1365,1998,2185,259,1139,1675,1657
PLS1,5,37,1,70,467,936,100,79,134,40,193,175,225,331,308,617,5,2,42,494
PLS3,1,118,0,460,72,2,1,1,1,4,0,2,1,126,927,3,0,0,3,0
PLSCR1,63,1613,39,2098,6600,5029,3006,2378,5593,3221,1066,4599,2035,3117,1996,2187,3521,829,1194,1248
PLSCR2,0,2,0,2,15,11,1,0,0,12,0,3,1,2,11,1,3,1,0,2
PLSCR3,0,7,0,7,3,6,20,14,13,19,5,11,13,16,10,10,26,6,10,12
PLSCR4,0,120,0,298,153,186,0,0,0,9,2,169,13,78,854,0,4,0,1,7
PLSCR5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PLTP,26,228,5,185,374,673,510,316,631,1947,1644,289,820,215,1093,991,3342,46,1229,780
PLVAP,0,16,0,80,26,8,17,2,26,27,6,127,6,0,121,11,37,17,21,5
PLXDC1,3,49,5,187,20,28,25,24,93,12,10,15,28,5,29,20,21,5,5,5
PLXDC2,12,767,6,1434,885,2513,1084,1954,1972,2165,185,633,2423,1213,1537,1669,1364,1695,1103,598
PLXNA1,14,56,6,546,193,152,287,85,292,187,313,1306,201,697,386,85,134,11,73,413
PLXNA2,22,15,2,71,58,465,121,261,111,156,21,148,87,305,75,184,213,43,241,148
PLXNA3,173,1311,169,1723,459,1147,1834,587,626,745,478,1357,2157,1019,908,855,1161,2114,942,1302
PLXNA4,0,2,3,75,31,24,71,5,28,17,3,98,77,9,12,9,16,4,34,36
PLXNB1,112,222,49,745,155,1286,1428,267,359,649,405,215,3312,390,1849,135,3241,118,117,1102
PLXNB2,1101,16079,441,18981,4040,21839,20823,14152,14287,18141,5565,9408,13926,19795,8200,13506,18820,12192,10857,10688
PLXNB3,13,11,1,219,293,50,92,59,31,33,11,284,124,26,117,74,296,37,30,35
PLXNC1,88,710,25,2003,8767,6305,8460,7437,4418,3748,484,3273,2623,12409,3456,5343,610,950,3289,1053
PLXND1,1507,18637,1068,17152,3372,9676,20081,4507,6544,22935,5660,6871,11476,6770,10366,7797,15748,12699,13747,6094
PM20D1,0,2,0,5,4,8,7,2,2,1,0,1,9,5,0,1,4,0,3,0
PM20D2,148,4507,139,2269,1532,1463,1391,1075,1623,4621,3520,1199,2007,644,2296,4805,981,4091,4872,2278
PMAIP1,49,2016,14,550,900,814,2366,541,1996,1747,1493,1358,622,1100,926,1408,697,1249,677,1692
PMCH,0,4,0,4,1,2,1,1,1,4,6,1,1,3,1,6,0,0,1,25
PMCHL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMCHL2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMEL,5,23,3,28,31,49,28,26,33,47,11,21,33,9,17,51,72,14,35,37
PMEPA1,2,5,1,13,2,36,142,9,18,19,3,30,31,20,1008,13,15,2,17,8
PMF1,273,623,289,701,317,300,386,280,222,606,200,216,343,393,335,416,875,207,373,658
PMF1.BGLAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMFBP1,10,125,2,74,98,66,40,59,92,86,106,34,78,35,29,174,113,54,77,52
PML,348,3127,285,3492,3596,4548,3197,2240,4902,4537,2505,3633,3418,1806,5098,2913,8610,2766,2970,2601
PMM1,45,190,25,391,907,250,425,640,520,727,161,566,145,814,398,418,2552,22,40,197
PMM2,142,1005,121,1304,608,889,1937,824,1037,1810,1177,670,783,905,752,1740,2737,880,1119,813
PMP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMP22,1,2,0,38,187,1,109,376,21,84,1,76,1,31,12,43,107,2,4,4
PMPCA,323,3410,258,2224,1094,1645,1582,968,1365,3197,1749,1167,1740,1013,1605,2538,3250,1658,2038,2426
PMPCB,79,4069,33,2846,1590,2697,2327,1635,2162,4326,2685,879,3192,2093,1069,3005,760,1988,2374,2687
PMS1,278,2445,125,1320,747,1105,994,581,1191,2450,1470,887,1028,550,781,1946,226,859,1186,1148
PMS2,30,402,15,384,313,736,508,385,568,916,649,200,624,323,335,1000,352,396,596,389
PMS2CL,22,329,10,298,197,276,261,158,269,411,186,76,398,150,188,376,251,270,216,272
PMS2L2,0,16,1,3,4,6,8,2,6,9,15,1,7,1,18,9,6,3,3,5
PMS2P1,39,1008,5,437,352,427,721,309,362,1023,550,163,672,207,416,764,478,349,461,658
PMS2P3,62,905,22,627,249,356,308,226,272,501,167,103,402,164,138,245,434,483,265,314
PMS2P4,6,118,2,44,56,86,82,37,56,124,39,15,99,35,52,66,65,46,58,67
PMS2P5,27,214,19,152,95,132,173,79,149,284,75,43,211,24,64,100,219,125,186,213
PMVK,72,1337,59,908,900,1392,821,674,1134,2548,960,738,1079,594,1149,1640,2032,672,1358,1578
PNCK,0,1,0,0,8,0,0,0,0,0,0,35,0,1,0,0,4,0,0,0
PNISR,766,11473,377,12620,5240,10211,7433,6766,8241,7184,8219,3793,10723,5402,7720,6253,2141,7005,5569,5944
PNKD,349,3842,148,4703,1649,6235,6312,2417,5466,6573,2600,2216,4915,3167,3888,4582,7695,3265,3631,2886
PNKP,492,1375,291,1986,1527,1309,1272,1408,1382,1023,1194,848,1414,962,1455,1335,5773,761,935,1464
PNLDC1,11,10,9,13,16,12,7,5,17,10,6,9,11,1,6,18,63,3,6,13
PNLIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PNLIPRP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PNLIPRP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PNLIPRP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PNMA1,183,2278,18,1190,753,1664,1632,235,356,1299,625,1125,1610,996,4415,1172,1057,1945,904,2029
PNMA2,0,0,0,4,3,18,6,3,0,0,1,1,1,0,9,2,1,8,3,2
PNMA3,115,133,29,354,47,55,94,49,120,36,503,46,86,15,168,167,508,4,15,143
PNMA5,4,3,1,18,4,6,23,25,8,6,31,116,9,13,2,11,192,2,9,5
PNMA6A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PNMA6C,15,0,0,23,8,1,5,7,13,0,25,3,6,3,21,15,3,0,0,21
PNMA6D,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
PNMAL1,0,0,0,0,125,122,56,0,0,0,0,0,130,0,577,0,0,0,0,0
PNMAL2,1,35,0,5,77,111,776,1,3,2,2,33,36,171,9,7,167,12,0,2
PNMT,1,10,4,6,43,4,1,1,1,45,5,307,31,31,201,1,7,10,0,6
PNN,1219,21778,658,15528,5618,6304,5743,5426,4390,4736,4805,3952,6777,3574,4990,6322,2049,5763,4847,4331
PNO1,15,458,7,328,435,495,548,350,505,918,762,413,679,180,342,1153,446,293,617,742
PNOC,0,6,2,19,14,32,62,118,20,31,9,3,46,31,23,68,51,1,12,4
PNP,361,2092,184,2826,6127,5026,1691,2905,5135,5067,5059,4248,6583,4469,3143,8697,3471,2723,3630,3189
